,audio,transcription,similarity
1675,common_voice_en_23881917.mp3,"A man in his 30s with a French accent, unclear pronunciation.",1
1676,common_voice_en_23881917.mp3,An adult man with American accent stumbles while speaking ,0
1677,common_voice_en_29651163.mp3,With unclear pronunciation young man with a hissing speech.,1
1678,common_voice_en_29651163.mp3,Adult male with low voice speaks with pauses.,0
1679,common_voice_en_7556813.mp3,A man in his 30s with a clear pronunciation.,1
1680,common_voice_en_7556813.mp3,Adult female with unclear pronunciation and emotional voice.,0
1681,p231_281_mic1.flac,Adult female with confident and serious voice speaks fast,1
1682,p231_281_mic1.flac,Low pitched hoarse adult male voice with American accent and clear pronunciation with calm modulated and rather convincing speech emphasizing some words with static noise in the background.,0
1683,p334_340_mic1.flac,Adult male with low pitched and friendly voice speaks calmly,1
1684,p334_340_mic1.flac,Adult female speaks with firm serious voice,0
1685,common_voice_en_22757511.mp3,Adult male with pedantic voice speaks professionally,1
1686,common_voice_en_22757511.mp3,"Teenager with deep, unclear pronunciation, emotionless voice with Irish accent recorded with a background noise of other people talking.",0
1687,common_voice_en_25162187.mp3,Adult female with confident and low pitched voice speaks casually,1
1688,common_voice_en_25162187.mp3,Teenager female speaking with unclear pronunciation.,0
1689,common_voice_en_20876547.mp3,"Adult male with smoky and deep voice speaks with unclear pronunciation, sounding a lot like Alan Rickman",1
1690,common_voice_en_20876547.mp3,Young adult American male speaks clearly and fairly slowly with a neutral tone.,0
1691,common_voice_en_25122845.mp3,Teenage female with bossy and confident voice speaks clearly,1
1692,common_voice_en_25122845.mp3,Mature female voice speaks with an expressive tone and an American accent speaks in a descriptive manner.,0
1693,common_voice_en_671238.mp3,Elder female with passionate s peach speaks with lowered voice,1
1694,common_voice_en_671238.mp3,"Adult male with deep voice speaks, sounds echo",0
1695,p306_225_mic1.flac,Adult female speaks with firm serious voice,1
1696,p306_225_mic1.flac,The deep voice of a young male with a fast and native pronunciation. ,0
1697,common_voice_en_20964003.mp3,Adult male speaks with modulated confident voice with clear pronunciation.,1
1698,common_voice_en_20964003.mp3,"An American woman with a deep, pleasant, controlled, soporific voice speaks over lots of white noise.",0
1699,p305_108_mic1.flac,Adult female with austere and firm voice speaks ,1
1700,p305_108_mic1.flac,"An adult female with a wise-sounding low pitched voice, an American accent and clear pronunciation.",0
1701,common_voice_en_18674032.mp3,Adult female with authoritative and friendly voice speaks confidently with making a mistake,1
1702,common_voice_en_18674032.mp3,"Adult male with American accent, clear pronunciation and normal pace.",0
1703,p267_271_mic1.flac,Adult female with quiet and appealing voice speaks fast,1
1704,p267_271_mic1.flac,Adult male with bass voice and accent stumbles while speaking.,0
1705,common_voice_en_26988581.mp3,Adult male with american accent speaks with high pitched passionate voice with monotone background noise,1
1706,common_voice_en_26988581.mp3,British male with clear voice speaking fast,0
1707,common_voice_en_20261797.mp3,Adult male with confident and low pitched voice speaks expressively,1
1708,common_voice_en_20261797.mp3,An elderly man with American accent speech,0
1709,common_voice_en_17632383.mp3,Elder female with professional and frank voice speaks,1
1710,common_voice_en_17632383.mp3,Adult male with deep voice speaks slow and convincing,0
1711,common_voice_en_629164.mp3,Adult female with breathy and serious voice speaks quietly with background noise,1
1712,common_voice_en_629164.mp3,Deep guttural adult male voice with British accent and clear pronunciation with hasty energetic and rhythmic speech.,0
1713,common_voice_en_19140325.mp3,Adult female with breathy and feathery voice speaks softly,1
1714,common_voice_en_19140325.mp3,Adult woman high pitched voice with clear pronunciation.,0
1715,common_voice_en_21429271.mp3,Adult male with authoritative yet conversational voice speaks confidently,1
1716,common_voice_en_21429271.mp3,"Adult male voice with deep, seductive and low pitched voice, talking in monotone and slowly.",0
1717,common_voice_en_31923362.mp3,Adult male with smooth and serious voice speaks slowly,1
1718,common_voice_en_31923362.mp3,Adult woman with high pitched voice speaks with pauses and with unclear pronunciation.,0
1719,p292_305_mic1.flac,Adult male with serious speech speaks,1
1720,p292_305_mic1.flac,The deep voice of a young male with a fast and native pronunciation. ,0
1721,common_voice_en_17736701.mp3,Adult male low pitched curious voice with clear pronunciation.,1
1722,common_voice_en_17736701.mp3,"Adult male convincing, calm and flat voice.",0
1723,common_voice_en_512118.mp3,Adult male low pitched voice with convincing speech.,1
1724,common_voice_en_512118.mp3,High pitched slightly nasal adult female voice with American accent and clear pronunciation with rather fast-paced rhythmic speech.,0
1725,p343_022_mic1.flac,Adult woman low pitched emotionless monotone voice with clear pronunciation and tried speech.,1
1726,p343_022_mic1.flac,Adult male with low pitched calming voice speaking convincingly with clear pronunciation.,0
1727,common_voice_en_23628728.mp3,Adult male low pitched voice with clear pronunciation and emotionless speech.,1
1728,common_voice_en_23628728.mp3,Adult female with soothing tone speaks with Indian accent and unclear pronunciation.,0
1729,p340_271_mic1.flac,Adult woman high pitched voice with clear pronunciation.,1
1730,p340_271_mic1.flac,Adult female glitching and stumbling voice with unclear pronunciation..,0
1731,common_voice_en_22278089.mp3,Adult male low pitched montone soft voice with unclear pronunciation.,1
1732,common_voice_en_22278089.mp3,"Adult male with smoky and deep voice speaks with unclear pronunciation, sounding a lot like Alan Rickman",0
1733,common_voice_en_20110180.mp3,Adult woman high pitched confident voice with clear pronunciation.,1
1734,common_voice_en_20110180.mp3,An adult male with a deeper voice speaking with unclear pronunciation and a stop in the middle,0
1735,common_voice_en_28697604.mp3,Adult woman high pitched confident voice with clear pronunciation and convincing speech.,1
1736,common_voice_en_28697604.mp3,Adult male voice with clear pronunciation with speech that is emotionless and monotone.,0
1737,common_voice_en_27677186.mp3,Elderly male low pitched voice with clear pronunciation and convincing speech.,1
1738,common_voice_en_27677186.mp3,Adult male with deep voice speaks slowly.,0
1739,common_voice_en_24470300.mp3,Adult woman low pitched confident voice with convincing speech,1
1740,common_voice_en_24470300.mp3,"Adult female voice, voice is clear, easy to understand and words are pronounced very accurately and mindfully which makes the speech a bit slow.",0
1741,common_voice_en_19631298.mp3,Adult woman high pitched confident voice with clear pronunciation.,1
1742,common_voice_en_19631298.mp3,Adult female voice with a British accent and a soft clear sound speaking smoothly with medium-slow pace,0
1743,p228_066_mic1.flac,Adult woman high pitched voice with clear pronunciation and convincing speech.,1
1744,p228_066_mic1.flac,Adult male with low pitched voice speaks with pauses,0
1745,common_voice_en_20043669.mp3,Adult male low pitched clear voice with convincing speech speaking at a moderate pace.,1
1746,common_voice_en_20043669.mp3,young male with Russian accent and high pitched voice with a music on the background,0
1747,common_voice_en_23568018.mp3,Adult male deep voice with clear pronunciation.,1
1748,common_voice_en_23568018.mp3,Mature male with a flat monotone voice speaks indistinctly.,0
1749,common_voice_en_29618421.mp3,Adult male low pitched soft voice with pauses in speech and other people laughing in the background.,1
1750,common_voice_en_29618421.mp3,Mature male with deep and low crispy voice speaks calmly.,0
1751,common_voice_en_21020635.mp3,Adult male low pitched serious confident voice with clear pronunciation.,1
1752,common_voice_en_21020635.mp3,"Male child speaks with a quiet, brittle voice and clear pronunciation.",0
1753,common_voice_en_26988395.mp3,Adult male low pitched strong serious voice with Indian accent.,1
1754,common_voice_en_26988395.mp3,Adult woman with low and muffled voice speaks quickly one word.,0
1755,common_voice_en_28715543.mp3,Adult woman high pitched confident voice with clear pronuncaiton and white noise in the background.,1
1756,common_voice_en_28715543.mp3,Adult male with German accent and neutral voice.,0
1757,common_voice_en_10297541.mp3,Adult male low pitched strong clear voice with concerned speech and clear pronunciation.,1
1758,common_voice_en_10297541.mp3,Adult American male speaks with a smoky voice and is eating something while speaking ,0
1759,common_voice_en_19999670.mp3,Adult male low pitched confident voice with clear pronunciation and narrative speech.,1
1760,common_voice_en_19999670.mp3,"Middle-aged man with clear pronunciation, nasal voice.",0
1761,common_voice_en_23821974.mp3,mature male with deep voice and slow speech,1
1762,common_voice_en_23821974.mp3,High pitched young childlike male voice with probably American accent and loud clear pronunciation with yelling rather annoying speech with a child speaking in the background.,0
1763,p347_395_mic1.flac,adult male with  monotone voice,1
1764,p347_395_mic1.flac,Adult female voice with a very understandable American accent,0
1765,common_voice_en_560042.mp3,adult male with high pitched and monotone voice,1
1766,common_voice_en_560042.mp3,Younger man speaks fast and clearly with tenor voice.,0
1767,common_voice_en_25277394.mp3,young male with indian accent and slow speech,1
1768,common_voice_en_25277394.mp3,A teenage or early adult guy with a neutral accent speaks slowly in a monotone.,0
1769,p230_032_mic1.flac,young female with fast speech,1
1770,p230_032_mic1.flac,"An adult man with a nasal voice speaking expressively, almost like a nerd.",0
1771,common_voice_en_23787072.mp3,male with deep mature voice and slow speech ,1
1772,common_voice_en_23787072.mp3,"Mature female voice with clear pronunciation, sounds like a native english speaker probably with American accent with high pitched hiss as a background noise.",0
1773,common_voice_en_17885968.mp3,adult male with high pitched and monotone voice,1
1774,common_voice_en_17885968.mp3,A young non-native male speaker with a rather deep voice speaks rather lousily and quickly over static before a click.,0
1775,common_voice_en_22375022.mp3,mature male with flat voice,1
1776,common_voice_en_22375022.mp3,The low pitched voice of an adult male with a native and moderate pronunciation. ,0
1777,p232_164_mic1.flac,British male with clear voice speaking fast,1
1778,p232_164_mic1.flac,"Adult American female with calm and clear, careful pronunciation, but still natural speech.",0
1779,common_voice_en_11351581.mp3,mature male with slow speech,1
1780,common_voice_en_11351581.mp3,Young female voice with British accent is speaking thoughtfully.,0
1781,common_voice_en_31466457.mp3,adult male with high pitched and monotone voice,1
1782,common_voice_en_31466457.mp3,Adult male with quiet and calm voice and high frequency background noise,0
1783,common_voice_en_20873064.mp3,young male with indian accent and slow speech,1
1784,common_voice_en_20873064.mp3,Middle aged male sounds like too far away from the microphone.,0
